temperature,humidity,moisture,vibration,gyro,class
31.655000144869412,54.6398788362281,813.6970457192472,0,0.946805592132731,normal
25.406585285177396,57.3235229154987,814.9842661534415,0,1.1124217733388135,normal
31.78936896513396,56.648852816008436,611.2656939954168,0,0.9545474901621303,normal
27.129695700716763,50.49512863264476,726.3391897684687,0,0.9873687420594126,normal
31.115950885216336,60.84289297070436,373.27236865873834,1,0.6271819303598463,mild_landslide
33.0596959301373,74.66461771613577,393.352578649596,0,0.7822634555704315,mild_landslide
25.455361150896955,58.977710745066666,1005.9911853310691,0,1.1425192044349384,normal
25.683704798044687,53.684660530243136,730.639906719551,0,0.9366114704534336,normal
25.24071964780653,58.186408041575646,635.6007103584088,0,1.0987566853061945,normal
28.640476148244677,50.934205586865595,596.8637346953761,0,1.1908753883293675,normal
37.51599153251351,72.89654700855297,419.57999576221704,1,0.6979622306417506,mild_landslide
34.16667408020659,74.22344048698699,468.9067697356303,0,0.6814047095321688,mild_landslide
38.5675332669359,77.02336274218452,235.67402078956212,1,0.27750832373611944,severe_landslide
35.74550643679771,94.67217341501294,293.0611923241644,1,0.30929362484379486,severe_landslide
30.70822999918384,54.13714687695234,881.9997560534773,0,1.1313811040057837,normal
27.509260099809907,42.317381190502594,952.266195158811,0,1.0869894380482674,normal
25.444908452002167,46.21964643431325,670.3960607420155,0,1.118881853501419,normal
37.09770194061061,64.44429850323898,323.9188491876603,1,0.8546741472798252,mild_landslide
31.887879357991647,60.12136645522648,308.08671790768625,0,0.7282623055075649,mild_landslide
25.755239988953132,40.628583713734685,833.479055502221,0,0.994306794322898,normal
37.260531791408745,59.9858445829775,382.07658460712594,0,0.6609183674204309,mild_landslide
40.98865466488536,87.36962332599262,320.1169597538144,1,0.5433947264735863,severe_landslide
25.738459818811894,49.130691409658205,614.4627891016208,0,1.0249529843611098,normal
38.24345021005274,73.05219886751684,189.07445951924373,1,0.6987556428501648,severe_landslide
29.533830843789538,40.01040753990632,684.7460807191046,0,0.9914343774474087,normal
28.738625935628093,49.69659942717966,862.8364812345017,0,0.9808237001395564,normal
26.178037295210515,44.375284391461406,792.4454490570868,0,1.0211508513174121,normal
26.777407897540414,44.93752125677202,864.8634389680491,0,1.1136811769773325,normal
31.984183395342594,45.3356202855057,1011.7462368563101,0,1.0233111039954694,normal
27.41549873618678,52.68702689402728,856.6896566146978,0,1.059280374995141,normal
28.870251623499296,51.85393447758787,542.3671429983428,0,1.0108963368184214,normal
30.62197829465927,49.40601268892077,1015.3137258288978,0,1.019647332733366,normal
42.98345124984551,73.76793859913573,227.04969418517967,1,0.582697043734985,severe_landslide
38.259589052018846,75.50602618913871,277.78738310950445,1,0.6452255753768434,severe_landslide
25.673235857639945,58.81046528979208,708.3277390498617,0,1.0553254051582441,normal
41.75690117039281,88.3804029810193,152.26790518442843,1,0.49779638560516126,severe_landslide
31.828400174378398,58.49909854191873,496.4336686658871,1,0.7588951735068019,mild_landslide
25.651719374641296,57.944315159066534,971.8190619535851,0,1.0899304371819802,normal
27.444467022288627,54.51911357740479,970.0857762151504,0,1.1661259272795352,normal
35.1362531692343,56.68279929990098,332.3257428189228,1,0.8006964764142686,mild_landslide
32.978262132493946,73.80266884915557,494.73276735106344,1,0.6482424154252496,mild_landslide
35.535161581541544,68.03922519005201,344.853861892112,0,0.6054226090846563,mild_landslide
26.251758964549303,47.3293756916572,889.9453540816387,0,1.1162819772756387,normal
28.797781613884297,50.1762815367752,833.4382919294092,0,0.9751385455816752,normal
37.831142866200075,64.7348430591891,481.2197575437108,0,0.8384433910624945,mild_landslide
34.615231077010876,64.85035387637728,339.0485975596089,0,0.7497580139654256,mild_landslide
36.14843211445047,55.872075435088675,498.91010215946824,1,0.8861785731007763,mild_landslide
38.70158700255445,70.38641541322168,332.07964064693135,1,0.43550128157452295,severe_landslide
44.63619977089253,91.325236386684,173.61222301739642,1,0.4118037507310589,severe_landslide
38.169220051562775,74.23731866715231,239.20031561458754,1,0.7148851257884297,severe_landslide
34.56048936071492,56.94352987541537,423.00144533983394,1,0.7075940343888492,mild_landslide
27.067034118932572,46.45101528477201,944.7029725405293,0,0.9409863994326086,normal
34.42255981526326,60.930202872955974,383.9561712892553,1,0.8601216955740312,mild_landslide
40.11342398860938,82.53790736718,299.5737947416938,1,0.557480161927771,severe_landslide
36.36634135548881,72.80010683635132,367.59903137030716,1,0.7736594686522676,mild_landslide
29.704182947066396,46.56305334949464,581.241807165338,0,1.1945522664931594,normal
43.60404618311675,76.2562840128966,109.7086836073558,1,0.3667960330702726,severe_landslide
32.61320993436833,71.55738007575178,354.30858316394836,1,0.7868671427457001,mild_landslide
25.361772048180253,50.627092631362956,783.2928037236959,0,1.091228970449462,normal
37.80681663570028,65.32600696602391,364.5912945882492,0,0.7196462704334383,mild_landslide
30.208298500993806,45.01721054693323,596.5908453496379,0,0.9242618899851593,normal
29.819499305357564,41.16387191016887,979.5719932762757,0,1.0327056689193312,normal
25.657113030569043,43.657319942146145,989.737734606008,0,1.0914811781530052,normal
35.25689062800134,63.71345797355782,446.0078633123637,0,0.6743192968503472,mild_landslide
30.304922773250585,40.287869772595116,560.8220636256241,0,0.9138007926065258,normal
30.98822408807705,54.07315718760047,748.4670864417584,0,0.9293502481953004,normal
28.31430239546396,43.464037398200304,727.3382642006978,0,1.019551420319212,normal
35.08074920694115,55.90608019544089,374.92252292529423,1,0.8800308924238449,mild_landslide
34.3150195872005,68.67927538796282,423.17023287798276,1,0.7927257834618947,mild_landslide
29.100429068914245,58.80460482849915,801.5484692069606,0,1.0164509778619566,normal
33.666023123932135,65.91233578631869,488.29296175530504,0,0.8461280531313804,mild_landslide
31.653474879013963,60.479222546422676,342.91782394167484,1,0.6054665476954649,mild_landslide
29.7810474139145,41.42377296920458,667.143230273931,0,1.1534625932908362,normal
30.70127937812255,45.637095495467996,561.9183696737479,0,1.1090211496092452,normal
37.019776108216426,69.70142087607772,460.69618607696975,0,0.7643915649744262,mild_landslide
28.97964198624971,51.51849150516169,883.3834237770114,0,0.9383069188267397,normal
29.06380808640737,57.342332144194444,794.4181466833373,0,0.9715790579371021,normal
35.91927008357899,59.76472304807959,375.545777235259,0,0.7515757117343571,mild_landslide
38.20049601030612,92.38808071240501,197.30041968354078,1,0.2059607083141641,severe_landslide
35.91286676786134,77.98284093976037,337.51549176270123,1,0.722833930815656,severe_landslide
35.05469769735839,63.96891043956639,358.6421543396129,0,0.7661109157037402,mild_landslide
31.623361800171832,55.62592100942405,559.4554514571428,0,1.1792787317061877,normal
44.95931242030329,71.39677886693376,284.2588891977522,1,0.5002536735907439,severe_landslide
37.74921555179308,68.76060020350079,467.39277484747475,0,0.630336802836837,mild_landslide
29.90678392021384,41.45526012728387,930.6546710681466,0,1.1118726681469489,normal
25.593863998596344,59.73279157002351,696.117896976207,0,1.0111926441200674,normal
44.472485773838585,94.65002659557177,288.3445463147354,1,0.4069427720420037,severe_landslide
30.440028411492058,51.1680849947161,722.2923328454156,0,1.1719063155284208,normal
28.448375730036012,40.22707289534838,745.5781764049221,0,0.9168909827045513,normal
25.822683727439735,52.984206042321276,890.9275167350818,0,1.075010629529148,normal
38.74870579523704,77.14280215704652,317.1497820473651,1,0.32297771118569896,severe_landslide
35.12154474689817,94.24697066769097,110.78997798764402,1,0.6901287125339391,severe_landslide
37.9437183689544,56.475931294707976,410.77085688026415,1,0.6226303641269307,mild_landslide
26.517663746105438,45.8898789367886,1021.8156405153902,0,1.1090775167591445,normal
30.159704940901136,58.30508683338213,1002.3600614817115,0,0.9173591693273122,normal
25.74729246155119,46.713201295939264,588.9122696412763,0,1.094054508500617,normal
26.605763219934648,45.31875849928478,688.8208298875605,0,0.9779849588562788,normal
25.226211657767553,45.59527014337891,715.4723217370256,0,1.0808345646069895,normal
25.932295876566247,41.52400759198326,992.838677418941,0,1.0249917173215437,normal
37.35341241468448,56.654968400706124,475.33229718515855,0,0.6135656010318568,mild_landslide
27.635243568146347,56.21106661563665,1017.3326917610309,0,0.9451250673310585,normal
33.04712685304817,74.39828795629207,468.42378462714174,0,0.6190535488770004,mild_landslide
25.93696483160443,40.27343929653995,539.4881476246902,0,1.1075143191506736,normal
35.99928599575978,73.26331504515286,417.02990646509437,0,0.8834297189647284,mild_landslide
37.47348101743198,81.26360338275234,132.28985378787374,1,0.7247280649922974,severe_landslide
31.829142444027703,68.43401368811713,423.62564809157914,1,0.6806017446075922,mild_landslide
28.48715630652125,49.52421393578028,935.6386607927507,0,0.9923331719313149,normal
44.67973765439823,72.21020558414116,297.9544598674082,1,0.5244757434256999,severe_landslide
27.943750450655525,55.69336527888619,835.0253510545031,0,1.1415134002558085,normal
41.17263712097292,94.51156812730945,252.0219623854713,1,0.5501543768922554,severe_landslide
30.728016728410644,69.52794065300456,409.4892613798223,0,0.8350959038223429,mild_landslide
29.354606901595115,57.2472741749349,997.5488067966045,0,0.9441220442787114,normal
39.92116293079538,76.45610970747396,214.78393905956534,1,0.7390179164070125,severe_landslide
27.301261272012557,52.668017086334515,625.8363042397732,0,0.9227589984325992,normal
25.896320872704408,43.03805387024589,572.7454384682909,0,1.0922624234409644,normal
27.419670983267043,57.935768198120236,748.3558994977451,0,1.1002673215563081,normal
26.346023131660694,40.81737232532958,588.5219730498143,0,0.9835771017095876,normal
25.62091773629939,42.412717422012015,741.4480744491483,0,0.9619001155217377,normal
28.523920895984,53.80789657258731,520.5995612767358,0,1.1398231196727129,normal
30.654072255590975,72.47157248213554,484.17448010636264,0,0.600778507315094,mild_landslide
35.845170076806816,84.93195205638577,346.56424896670376,1,0.4951248552930329,severe_landslide
37.36116533117404,88.99888522343964,232.81643849338352,1,0.5962838337653057,severe_landslide
26.034173643343586,42.662338571749565,860.0747248313455,0,1.1533322017900887,normal
30.243777221868754,72.34429962149446,370.8293341586251,0,0.6727411510904189,mild_landslide
27.64098914173236,40.40142395555453,668.7694827655854,0,0.9634344020989634,normal
25.83833492273476,57.8105456147979,811.0424456623215,0,1.1037306957433468,normal
33.98753759143246,56.738405761748474,407.42130836370956,1,0.7673226797851312,mild_landslide
34.51566834018113,62.57545251902579,367.4893667743836,1,0.7937751723994804,mild_landslide
32.848773807182766,74.7303049758596,421.15496387137745,0,0.6022603089402224,mild_landslide
27.557497737718403,49.756196016174755,945.8283793461407,0,0.9263662873620432,normal
35.556534893569754,91.05785088245455,112.90886946862821,1,0.2100333647855986,severe_landslide
37.97804427814715,72.93220525948041,415.199683561132,0,0.859652137768194,mild_landslide
37.5790282704494,74.27218968475165,267.16080498110773,1,0.7111567940201722,severe_landslide
34.5729015157592,60.599581873205686,453.89858663838737,1,0.8903982199512703,mild_landslide
31.59605541870656,69.72494367396976,405.9680046362233,0,0.7831860127324898,mild_landslide
29.068667549958285,43.087254305484045,752.1174133719244,0,1.0597768297654757,normal
27.356229947357445,42.68829353877948,533.2084845277303,0,1.1969880697169835,normal
30.669121120982446,45.092813095275275,857.1074264453389,0,1.128068357966906,normal
33.77260950840127,63.23681828294537,369.7736533085991,0,0.8552182380049365,mild_landslide
33.26814634348734,73.6587613419991,498.1858952914781,1,0.6543699198496981,mild_landslide
30.187844545030416,51.48946226359824,941.1182790213345,0,0.9419317129878868,normal
31.613018560381956,58.27311885731409,332.85315958619856,0,0.6707075238194999,mild_landslide
37.262929043700126,61.32393164592989,417.66133515901134,1,0.8449798318414732,mild_landslide
27.638611005974354,49.25359571339213,657.9220060620105,0,1.1242828140528753,normal
31.857701561174537,72.99149146549136,376.77824427464225,1,0.6199857337172451,mild_landslide
28.79994517429386,48.63056286272885,674.3954718181418,0,1.1191647410427903,normal
31.333846079947065,72.57258230746876,399.0847252807931,1,0.8681677749152873,mild_landslide
31.21339903786201,61.23444135591097,349.69782796289314,0,0.6429383956645409,mild_landslide
29.9984485755653,49.879629742617254,895.428892934701,0,0.9308748092232435,normal
33.03057252445532,64.14000438563357,420.7915744145025,0,0.8391886097338661,mild_landslide
26.60475976662849,54.445051367861325,877.299145150143,0,1.092344289865589,normal
34.34179554678077,60.03598117813905,369.1391987007839,0,0.8877224383692084,mild_landslide
26.591456881209908,48.47193724840966,650.8751190332805,0,1.0844850789457963,normal
36.39116194143062,72.51986507539716,164.00388296341555,1,0.5993525723343205,severe_landslide
30.817701313801596,73.37501044521493,458.01692742481737,0,0.8121715902940196,mild_landslide
29.03401852116769,52.13430092765712,722.2444717624503,0,1.1209332706874169,normal
44.255685129067764,81.27098428510331,128.30951146018882,1,0.7416626594292841,severe_landslide
36.246626812032666,93.02104706543432,317.4740905155321,1,0.4853609314193397,severe_landslide
33.192021630961044,56.095232776440625,367.0394483291802,1,0.8363369666143478,mild_landslide
30.914138400445502,63.29009168407255,472.7036281225914,1,0.7039037983097883,mild_landslide
30.16250873676824,49.044358817796144,617.6929272205506,0,1.035731854839808,normal
26.234708905543563,49.9673554547896,719.5169355403831,0,1.1744537703204299,normal
29.064118451946303,52.64528575839061,506.86149525228683,0,1.0990612116050131,normal
31.727492222286187,42.97325455506226,717.2630408329604,0,0.9256049004235932,normal
40.02195010331243,84.88462543300109,116.76911934710687,1,0.6124782587195479,severe_landslide
31.286380026085,44.10279280964014,599.9203656277613,0,0.9109649003544285,normal
28.953887932838313,41.31417278856705,906.3764711481856,0,1.0359866504244082,normal
33.526101975505824,63.01526121750652,411.9280662616436,0,0.6308944437993946,mild_landslide
25.528523546627223,55.06492441494902,642.6861718734369,0,1.1692291229456653,normal
36.40599817188897,74.57862871231922,467.9577718913141,0,0.7976771825730454,mild_landslide
26.553805133530645,44.62149593176143,852.0717976457337,0,0.9059131613263093,normal
30.599412597612325,43.57089324108667,842.0389605143823,0,0.9714548343140179,normal
26.70220533699618,54.44533863711318,948.3849492876938,0,1.1490659593700974,normal
29.67659595599452,44.09968590831642,653.6094106567709,0,1.1689007455563358,normal
25.598559715981278,44.157725102920544,513.9028748298815,0,0.9544306305269392,normal
33.37139640473998,72.8534342215395,463.4887123476882,1,0.7007597571449505,mild_landslide
38.630592121950905,70.85570277051323,307.6636266413125,1,0.3898556796847016,severe_landslide
32.90206315732756,72.22136039949443,343.90210501619174,1,0.8290817382479283,mild_landslide
31.07927583128539,49.74862396499027,968.7453668925039,0,1.1399565767841946,normal
25.15728515824082,45.37354718769892,783.8163284822942,0,1.0900434659478442,normal
25.975492518509768,56.69860473598598,1015.8267426886613,0,1.0577070546908058,normal
26.906151285635584,40.367813530949334,979.0925746377015,0,0.9353253248670423,normal
32.19244176549765,66.08356005031587,430.2840776703729,1,0.8160607744896887,mild_landslide
25.980129770623144,45.27367605269233,639.6451581263423,0,1.1196553735377186,normal
29.431686443502134,49.88547700276543,800.406254166006,0,1.1514320889534888,normal
30.396379639449894,48.44072119101375,685.4286013180947,0,1.187588153193966,normal
25.632358724043254,55.41971851070957,535.762845605544,0,1.1511236972109087,normal
31.4085957410434,54.430657222438114,819.8520455121698,0,1.1847920391173297,normal
31.67860855577743,42.700025548424136,753.4875895725843,0,0.9809733667176584,normal
31.296111023132678,71.83059320620086,469.28156986291145,0,0.7790528546750668,mild_landslide
30.396385426220753,42.131965062675434,539.3721976295637,0,1.118456626861081,normal
29.818816774994154,48.696546772074925,629.1146654172919,0,1.14573069530226,normal
35.557571766835416,60.44290274459925,418.0461333738174,0,0.6943789670428233,mild_landslide
44.620987857641175,89.7503389697964,272.64005811141016,1,0.4867153670774632,severe_landslide
31.707195551027514,55.16784827891363,834.8094779151531,0,1.1277107536616549,normal
35.09785263831589,74.61153600359977,480.672762527205,1,0.6663628325458807,mild_landslide
44.440593396866134,70.98567028421265,276.3937931289221,1,0.7088865745786161,severe_landslide
28.975616613868407,58.30976595176084,517.7876927789586,0,1.1092260801740519,normal
31.47077336763571,59.42116490330736,994.7956402954394,0,1.0422642649972391,normal
43.4454939853507,77.97751183108139,307.2288685376693,1,0.22035419909352094,severe_landslide
31.840070698301624,57.41133771554558,315.39064032584184,0,0.75907953979047,mild_landslide
27.831398147772955,51.44855518866932,921.2839372060703,0,1.0615204471142363,normal
35.9028461352522,65.40336219757464,385.3634113309729,1,0.6698878424260901,mild_landslide
31.09069211730651,40.42538821700774,958.3436764865205,0,1.0586811402081635,normal
42.98783235773665,94.94835276333343,187.67795386292755,1,0.6219535589121199,severe_landslide
28.35912934212736,52.5501092643674,957.8068078336415,0,1.1952250407597884,normal
33.34213425733867,63.42714004554141,447.5164603177783,1,0.6010039086128938,mild_landslide
27.079020135184177,57.05643643383803,874.9499371827428,0,1.0767325603412685,normal
31.37237371440274,40.902013544406465,557.3610217078564,0,1.0174890421621068,normal
31.694909882915976,55.95978644286767,635.7069094393504,0,1.0765662686919737,normal
43.84198978131503,85.01996116105495,325.9309917938176,1,0.7440517003973475,severe_landslide
30.519891275863152,63.03160472850975,467.5651470566491,1,0.7823210384636577,mild_landslide
31.84535849374207,58.53056064011017,344.0972418140351,0,0.8871810788949976,mild_landslide
43.00769687129875,85.74444807490383,154.08100575913838,1,0.48504320167201576,severe_landslide
34.200252006882145,60.204667359030545,403.04958486294515,1,0.8088061854161377,mild_landslide
30.710831874934325,44.488811436733215,617.2804301670545,0,1.0610923268680241,normal
34.64068966270249,56.829736747955096,475.49217252607605,0,0.6818878124568944,mild_landslide
25.310636644732657,57.04387066694015,518.5613210513176,0,0.9987154096109613,normal
42.352126545234526,77.03477401443817,163.16227349022128,1,0.2027951768999143,severe_landslide
30.390268653385384,65.65205038801524,492.42439451840994,1,0.8049776290978787,mild_landslide
30.958448398341382,49.902930540279485,751.8273665191635,0,1.0777223353978553,normal
38.478092079021934,86.95040381397659,241.43299099894776,1,0.34686554859318175,severe_landslide
